Content_ID,Content_Type,Title,Hindi_Title,Theatrical_Release_Year,Hoichoi_Live_Date,Hoichoi_Ending_Date,Season_Number,Total_Episodes,Duration_Total_or_Per_Ep,Genre,Sub_Genre,Age_Rating,Age_Rating_Descriptors,Available_on_hoichoi,Link,Cast,Director,Writer,Production_House,Synopsis_Long,Synopsis_Short,Trailer_Link,Languages,Brand_Name,Literature_Adapted,Primary_Mood,Narrative_Tone,Ending_Type,Binge_Score,Family_Element_Score,AI_Generated_Keywords,Monetization_Model,Release_Type,Is_Bangladeshi,Recommended_Titles,Promotional_Rights
HOI852,Show,Gobhir Joler Maach,Jal Bin Machhli (Hindi),2024,2024-06-07,Perpetual,2,8,199 min,Drama | Mystery,Drama | Mystery,U/A 16+,"Smoking, Alcohol, Foul Language, Violence, Mature themes",Yes,https://www.hoichoi.tv/shows/watch-gobhir-joler-maach-bengali-web-series-online,"Swastika Dutta, Ushasi Ray, Ananya Sen, Shoumo Banerjee, Rajdeep Gupta, Prantik Banerjee, Judhajit Sarkar, Titiksha Das",Suman Das,Sahana Dutta,Missing Screw,"While the aftermath of the wives' secret game of seduction causes more deaths, the plot thickens as the game started long back by the husbands to test their wives' fidelity comes to light!","While the aftermath of the wives' secret game of seduction causes more deaths, the plot thickens as the game started long back by the husbands to test their wives' fidelity comes to light!",https://youtu.be/GfaVEZQg31U?si=yWAsBTPZinxJBmnV,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Homestay Murders",N/A
HOI853,Show,Golam Mamun,Mamun Files (Hindi),2024,2024-06-13,Perpetual,1,8,209 min,Thriller,Thriller,U/A 13+,"Smoking, Alcohol, Foul Language, Violence, Mature themes",Yes,https://www.hoichoi.tv/shows/golam-mamun,"Ziaul Faruq Apurba, Sabila Nur, Imtiaz Barshon, Nazmus Sakib, Fakhrul Bashar Masum, Sharlin Farzana",Shihab Shaheen,Ayan Chakraborti,Out of Frame Production,"Mamun, the prime suspect in a double murder, faces off with a serial killer and the system to which he has dedicated his life, while the clock keeps ticking on his quest to prove his innocence.","Mamun, the prime suspect in a double murder, faces off with a serial killer and the system to which he has dedicated his life, while the clock keeps ticking on his quest to prove his innocence.",https://youtu.be/UvZhT4uh36E?si=b27uKtrgglbCiTcn,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, thriller",SVOD,Original Show,No,"Tekka, C/O Sir, Glamour, Rawkto Rawhoshyo, Mukhosh (2021)",N/A
HOI854,Show,Gora,Gora Jasoos Pvt. Ltd. (Hindi),2022,2022-01-07,Perpetual,1,8,173 min,Detective | Comedy,Detective | Comedy,U/A 13+,"Smoking, Alcohol, Foul Language, Violence",Yes,https://www.hoichoi.tv/shows/watch-gora-bengali-web-series-online,"Ritwick Chakraborty, Ishaa Saha, Suhotra Mukhopadhyay",Sayantan Ghosal,Sahana Dutta,Missing Screw,"A serial killer is targetting the literary greats of Kolkata. Private 'defective' Gourab Sen, aka Gora, has a reputation as a serial killer specialist. No wonder it falls upon the eccentric detective to unmask the killer!","A serial killer is targetting the literary greats of Kolkata. Private 'defective' Gourab Sen, aka Gora, has a reputation as a serial killer specialist. No wonder it falls upon the eccentric detective to unmask the killer!",https://www.youtube.com/watch?v=7gjtlFNdf7g,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, detective, comedy",SVOD,Original Show,No,,N/A
HOI855,Show,Gora,Gora Jasoos Pvt. Ltd. (Hindi),2023,2023-06-30,Perpetual,2,8,197 min,Detective | Comedy,Detective | Comedy,U/A 13+,"Smoking, Violence, Suicide, Foul Language, Mature themes, Child Abuse",Yes,https://www.hoichoi.tv/shows/watch-gora-bengali-web-series-online,"Ritwick Chakraborty, Suhotra Mukhopadhyay, Manali Manisha De, Ushasi Ray, Ananya Sen, Mimi Dutta, Abhijit Guha",Joydeep Mukherjee,Sahana Dutta,Missing Screw,"A series of deaths at a hospital prompts Gora to chase down another possible serial killer. Simultaneously, another series of sudden children's deaths take over the city. Are these two cases connected or is there more than one serial killer on the prowl?","A series of deaths at a hospital prompts Gora to chase down another possible serial killer. Simultaneously, another series of sudden children's deaths take over the city. Are these two cases connected or is there more than one serial killer on the prowl?",https://youtu.be/NdZeIq-jEFU,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, detective, comedy",SVOD,Original Show,No,,N/A
HOI856,Show,Ha Ja Ba Ra La,N/A,2018,2018-03-07,Perpetual,1,5,70 min,Reality TV | Stand-up comedy,Reality TV | Stand-up comedy,U/A 13+,Foul Language,Yes,https://www.hoichoi.tv/shows/watch-ha-ja-ba-ra-la-bengali-web-series-online,"Ambarish Bhattacharya, Saurav Palodhi, Abhimanyu Mukherjee, Ritabrata Dass, Subhadip Ghosh",Abhimanyu Mukherjee,Concept: Team hoichoi,SVF,"hoichoi Originals presents Ha Ja Ba Ra La. Be ready for a riot of laughter by Ambarish Bhattacharya, Abhimanyu Mukherjee, Saurav Palodhi, Ritabrata Dass & Shubhodip Ghosh.","hoichoi Originals presents Ha Ja Ba Ra La. Be ready for a riot of laughter by Ambarish Bhattacharya, Abhimanyu Mukherjee, Saurav Palodhi, Ritabrata Dass & Shubhodip Ghosh.",https://www.youtube.com/watch?v=TtyD9lauwTw,Bengali,N/A,No,Feel-good,Funny,Happy,7,8,"nan, reality tv, stand-up comedy",FVOD,Original Show,No,Stand up,N/A
HOI857,Show,Headline,N/A,2026,2026-06-11,Perpetual,1,7,170 min,Drama | Suspense,Drama | Suspense,U/A 13+,"Violence, Foul Language, Smoking, Alcohol",Yes,TBA,TBA,TBA,TBA,TBA,TBA,TBA,TBA,Bengali,N/A,No,Drama,Neutral,Open,5,5,"nan, suspense, drama",SVOD,Original Show,No,,N/A
HOI858,Show,Hello!,Hello! (Hindi),2017,2017-09-25,Perpetual,1,8,147 min,Thriller,Thriller,U/A 16+,"Violence, Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-hello-bengali-web-series-online,"Raima Sen, Priyanka Sarkar, Joy Sengupta",Anirban Mallik,Sahana Dutta,Eyewash,"Nandita gets shocking MMS videos showing her husband with a mysterious woman named Nina. As she tries to find out who is sending them and why, she gets pulled into a confusing and scary web of secrets, lies, and surprises she never saw coming. Can she find the truth before it’s too late?","Nandita gets shocking MMS videos showing her husband with a mysterious woman named Nina. As she tries to find out who is sending them and why, she gets pulled into a confusing and scary web of secrets, lies, and surprises she never saw coming. Can she find the truth before it’s too late?",https://www.youtube.com/watch?v=r2ltPR2_Vx0,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, thriller",SVOD,Original Show,No,"Tekka, C/O Sir, Glamour, Rawkto Rawhoshyo, Mukhosh (2021)",N/A
HOI859,Show,Hello!,Hello! (Hindi),2018,2018-12-29,Perpetual,2,8,188 min,Thriller,Thriller,U/A 16+,"Violence, Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-hello-bengali-web-series-online,"Raima Sen, Priyanka Sarkar, Joy Sengupta",Soumik Chattopadhyay,Sahana Dutta,TV Wala,"Starting from where it was left off, hoichoi presents the second season of “Hello” with the mystery of Nina getting a notch higher for Nandita and Ananyo this time.","Starting from where it was left off, hoichoi presents the second season of “Hello” with the mystery of Nina getting a notch higher for Nandita and Ananyo this time.",https://www.youtube.com/watch?v=GM7Zwa9oq-Q&t=13s,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"mystery, nan, thriller",SVOD,Original Show,No,"Tekka, C/O Sir, Glamour, Rawkto Rawhoshyo, Mukhosh (2021)",N/A
HOI860,Show,Hello!,Hello! (Hindi),2021,2021-01-22,Perpetual,3,12,252 min,Thriller,Thriller,U/A 16+,"Violence, Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-hello-bengali-web-series-online,"Raima Sen, Priyanka Sarkar, Joy Sengupta, Saheb Bhattacharya, Pamela Bhutoria",Soumik Chattopadhyay,Mitali Bhattacharjee,SVF,Ananyo is not the only obstacle in Nina and Nandita's love story. A mysterious man from the past has come back to torment them.,Ananyo is not the only obstacle in Nina and Nandita's love story. A mysterious man from the past has come back to torment them.,https://www.youtube.com/watch?v=kMfG_BanTHI&t=14s,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, thriller",SVOD,Original Show,No,"Tekka, C/O Sir, Glamour, Rawkto Rawhoshyo, Mukhosh (2021)",N/A
HOI861,Show,Hello! Remember Me?,Hello! Remember Me? (Hindi),2022,2022-10-21,Perpetual,1,8,199 min,Thriller,Thriller,U/A 16+,"Alcohol, Violence, Foul Language, Suicide",Yes,https://www.hoichoi.tv/shows/watch-hello-remember-me-bengali-web-series-online,"Ishaa Saha, Paayel Sarkar, Sourav Chakraborty, Laboni Sarkar",Abhimanyu Mukherjee,Sahana Dutta,SVF Production,"When Tori emerges from the shadows of Malini's past to exact revenge for the latter's wrongs, Malini dashes to protect everything and everyone she holds dear!","When Tori emerges from the shadows of Malini's past to exact revenge for the latter's wrongs, Malini dashes to protect everything and everyone she holds dear!",https://youtu.be/x2UZa3dqa0M,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, thriller",SVOD,Original Show,No,"Tekka, C/O Sir, Glamour, Rawkto Rawhoshyo, Mukhosh (2021)",N/A
HOI862,Show,Holy Faak,Holy Crap (Hindi),2017,2017-09-26,Perpetual,1,9,161 min,Romantic | Comedy,Romantic | Comedy,A 18+,"Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-holy-faak-bengali-web-series-online,"Soumya Mukherji, Anamika Chakraborty, Paran Bandopadhyay, Ratna Ghoshal",Debaloy Bhattacharya,Sahana Dutta,TV Wala Media,"Lovers become haters when Diya breaks up with Indra to marry a guy chosen by her father. Determined to get them back together, their grandparents form an unlikely friendship, leading to bigger trouble!","Lovers become haters when Diya breaks up with Indra to marry a guy chosen by her father. Determined to get them back together, their grandparents form an unlikely friendship, leading to bigger trouble!",https://www.youtube.com/watch?v=HWbQ1bnl2e8&t=25s,"Bengali, Hindi",N/A,No,Romantic,Sentimental,Happy,7,8,"romantic, nan, comedy",SVOD,Original Show,No,Boyfriends & Girlfriends,N/A
HOI863,Show,Holy Faak,Holy Crap (Hindi),2018,2018-10-27,Perpetual,2,6,115 min,Romantic | Comedy,Romantic | Comedy,A 18+,"Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-holy-faak-bengali-web-series-online,"Soumya Mukherji, Anamika Chakraborty, Paran Bandopadhyay, Ratna Ghoshal",Sharmi Pandey,Sahana Dutta,TV Wala Media,"Indra and Diya are back with more drama, and a hell lot of action! hoichoi presents the second season of “Holy Faak” with madness, a notch higher!!","Indra and Diya are back with more drama, and a hell lot of action! hoichoi presents the second season of “Holy Faak” with madness, a notch higher!!",https://www.youtube.com/watch?v=_lzvFSqjAvQ&t=13s,"Bengali, Hindi",N/A,No,Romantic,Sentimental,Happy,7,7,"romantic, nan, comedy",SVOD,Original Show,No,Boyfriends & Girlfriends,N/A
HOI864,Show,Homestay Murders,Ananya Villa (Hindi),2023,2023-05-12,Perpetual,1,6,128 min,Drama | Mystery,Drama | Mystery,U/A 16+,"Smoking, Alcohol, Substance Abuse, Violence, Sexual Violence, Suicide",Yes,https://www.hoichoi.tv/shows/watch-homestay-murders-bengali-web-series-online,"Sohini Sarkar, Saurav Das, Sabuj Bardhan, Debchandrima Singha Roy, Arjun Chakrabarty, Parno Mittra, Aparajita Ghosh, Judhajit Sarkar",Sayantan Ghosal,Sohini Mukherjee,Follow Focus Films Production,"A group of strangers get together at Ananya Homestay, surrounded by the mysterious silence of the mountains. When one of them gets murdered, they must confront each other's secrets and motives and uncover the truth before the killer strikes again.","A group of strangers get together at Ananya Homestay, surrounded by the mysterious silence of the mountains. When one of them gets murdered, they must confront each other's secrets and motives and uncover the truth before the killer strikes again.",https://youtu.be/KWzdT5mHVHY,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Gobhir Joler Maach",N/A
HOI865,Show,Hostel Days,Hostel Days (Hindi),2022,2022-11-25,Perpetual,1,6,142 min,Comedy | Drama,Comedy | Drama,U/A 16+,"Foul Language, Substance Use, Suicide, Violence, Smoking, Alcohol",Yes,https://www.hoichoi.tv/shows/watch-hostel-days-bengali-web-series-online,"Anindya Sengupta, Rohaan Bhattacharjee, Arpan Ghoshal, Roshni Bhattacharyya, Kanchan Mullick, Subha Chattopadhyay, Pushan Dasgupta, Rahul Barui","Satyaki Kundu, Souvik Mondal",Sam and Rana,Acropoliis Entertainment,"A decade later, memories of hostel days, friendship, and betrayal move Orko to start a journey to reunite with his old mates.","A decade later, memories of hostel days, friendship, and betrayal move Orko to start a journey to reunite with his old mates.",https://youtu.be/-5H0rWnMOII,"Bengali, Hindi",N/A,No,Lighthearted,Funny,Happy,7,8,"nan, comedy, drama",SVOD,Original Show,No,Dadur Kirti,N/A
HOI866,Show,Indu,Indrani (Hindi),2021,2021-10-22,Perpetual,1,8,178 min,Drama | Mystery,Drama | Mystery,U/A 16+,"Smoking, Violence, Suicide",Yes,https://hoichoi.tv/shows/watch-indu-bengali-web-series-online,"Ishaa Saha, Chandraniv Mukhopadhyay, Manali Manisha Dey, Suhotra Mukhopadhyay, Payel De, Manasi Sinha, Mimi Dutta",Sayantan Ghosal,Sahana Dutta,Missing Screw,"Marriage sets the ball rolling for a new stage of life. As Indu enters that phase, will the dark secrets of her new home and new family endanger her life?","Marriage sets the ball rolling for a new stage of life. As Indu enters that phase, will the dark secrets of her new home and new family endanger her life?",https://www.youtube.com/watch?v=-EBerFpEe68,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,8,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Gobhir Joler Maach",N/A
HOI867,Show,Indu,Indrani (Hindi),2025,2025-09-27,Perpetual,3,7,173 min,Drama | Mystery,Drama | Mystery,U/A 16+,"Violence, Smoking, Mature themes, Foul Language",Yes,https://hoichoi.tv/shows/watch-indu-bengali-web-series-online,"Ishaa Saha, Chandraniv Mukhopadhyay, Manali Manisha Dey, Suhotra Mukhopadhyay, Payel De, Manasi Sinha, Mimi Dutta",Ayan Chakraborti,Sahana Dutta,Missing Screw,"Sujato is jailed for Charu's death, his family is devastated. Indu refuses to leave, promising his return. Threat letters arrive, and more get injured. Dhutro poison connects all deaths. Indu's investigation unveils dark secrets, but the real danger may be closer than expected.","Sujato is jailed for Charu's death, his family is devastated. Indu refuses to leave, promising his return. Threat letters arrive, and more get injured. Dhutro poison connects all deaths. Indu's investigation unveils dark secrets, but the real danger may be closer than expected.",https://youtu.be/4Z8lhxsNVdg?si=oV9puraqr-WJ9h7P,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,8,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Gobhir Joler Maach",N/A
HOI868,Show,Indu,Indrani (Hindi),2023,2023-01-19,Perpetual,2,8,223 min,Drama | Mystery,Drama | Mystery,U/A 16+,"Foul Language, Violence, Suicide, Smoking",Yes,https://hoichoi.tv/shows/watch-indu-bengali-web-series-online,"Ishaa Saha, Chandraniv Mukhopadhyay, Manali Manisha Dey, Suhotra Mukhopadhyay, Payel De, Manasi Sinha, Mimi Dutta",Abhimanyu Mukherjee,Sahana Dutta,Missing Screw,"Huge mansions have heinous secrets. As clandestine family ties, scandals and uncanny deaths spiral around the dark hallways of Indu's home, she leaves no stone unturned to untangle the mystery.","Huge mansions have heinous secrets. As clandestine family ties, scandals and uncanny deaths spiral around the dark hallways of Indu's home, she leaves no stone unturned to untangle the mystery.",https://youtu.be/jrK-JfclYFg,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,8,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Gobhir Joler Maach",N/A
HOI869,Show,Indubala Bhaater Hotel,Indubala Ki Kahaani (Hindi),2023,2023-03-07,Perpetual,1,8,218 min,Drama | Period,Drama | Period,U/A 13+,"Smoking, Alcohol, Violence, Foul Langauge, Domestic Violence, Suicide",Yes,https://www.hoichoi.tv/shows/watch-indubala-bhaater-hotel-bengali-web-series-online,"Subhashree Ganguly, Sneha Chatterjee, Rahul Banerjee, Pratik Dutta, Suhotra Mukhopadhyay, Angana Roy, Debapratim Dasgupta, Mithu Chakrabarty, Parijat Chaudhuri, Debdutta Raha",Debaloy Bhattacharya,Kallol Lahiri,Maansi Entertainment Studio,"From being a carefree young girl in a pristine village in Bangladesh's Khulna to being an entrepreneur in her own right in Kolkata, Indubala's journey is laced with the desolation of separation from her roots and the consolation of every taste serving as a memory of someone she has lost.","From being a carefree young girl in a pristine village in Bangladesh's Khulna to being an entrepreneur in her own right in Kolkata, Indubala's journey is laced with the desolation of separation from her roots and the consolation of every taste serving as a memory of someone she has lost.",https://youtu.be/BdraqyFgUOI,"Bengali, Hindi",N/A,Yes,Classic,Reflective,Open,5,5,"nan, period, drama",SVOD,Original Show,No,Manbhanjan,N/A
HOI870,Show,Jaatishawr,A Game of Memories (Hindi),2023,2023-04-21,Perpetual,1,7,141 min,Drama | Mystery,Drama | Mystery,U/A 13+,"Violence, Alcohol, Smoking, Foul Language, Mature Themes",Yes,https://www.hoichoi.tv/shows/watch-jaatishawr-bengali-web-series-online,"Madhumita Sarcar, Rohaan Bhattacharjee, Kaushik Chakraborty, Bidipta Chakraborty, Ananya Sengupta, Manoj Ojha, Krishnendu Dewanji",Sani Ghose Ray,Anuja Chattopadhyay,Acropoliis Entertainment,"Roopkatha arrives at her partner's ancestral home, the Chowdhury House, and sees flashes of unknown memories, seemingly from another lifetime. Her uncanny memories and eerie occurrences put the Chowdhury family in a tailspin as a carefully hidden secret threatens to come to the fore.","Roopkatha arrives at her partner's ancestral home, the Chowdhury House, and sees flashes of unknown memories, seemingly from another lifetime. Her uncanny memories and eerie occurrences put the Chowdhury family in a tailspin as a carefully hidden secret threatens to come to the fore.",https://youtu.be/BTiZ2W8VAKY,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,8,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Gobhir Joler Maach",N/A
HOI871,Show,Jaha Bolibo Shotto Bolibo,Jo Bolenge Sachh Bolenge (Hindi),2024,2024-01-05,Perpetual,1,6,148 min,Drama | Courtroom,Drama | Courtroom,U/A 13+,"Smoking, Alcohol, Foul Language, Violence",Yes,https://www.hoichoi.tv/shows/jaha-bolibo-shotto-bolibo,"Mimi Chakraborty, Tota Roy Choudhury, Anujoy Chattopadhyay, Kaushik Chakraborty, Debesh Chattopadhyay, Anindya Banerjee, Joydeep Mukherjee",Chandrasish Ray,Rohit Soumya,Genesis Films Production,"Public prosecutor Pritha Roy takes up the case of a police officer who is murdered on intervening in an eve-teasing incident. The accused are fellow officers, defended by top lawyer Joyraj Singha. As both lawyers try to prove a point, personal and professional twists threaten to engulf them both!","Public prosecutor Pritha Roy takes up the case of a police officer who is murdered on intervening in an eve-teasing incident. The accused are fellow officers, defended by top lawyer Joyraj Singha. As both lawyers try to prove a point, personal and professional twists threaten to engulf them both!",https://youtu.be/8w9ICsjhLLo?si=nLLrkjFAkRzzhvIs,"Bengali, Hindi",N/A,No,Drama,Neutral,Tragic,5,5,"nan, courtroom, drama",SVOD,Original Show,No,"Advocate Achinta Aich, Advocate Achinta Aich, Bodh, Mobaroknama",N/A
HOI872,Show,Japani Toy,Calm Sutra (Hindi),2018,2018-05-12,Perpetual,1,7,170 min,Comedy | Adult,Comedy | Adult,A 18+,"Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-japani-toy-bengali-web-series-online,"Rajdeep Gupta, Ishaa Saha, Rajat Ganguly, Kaushili Guha",Sourav Chakrabarty,Sourav Chakrabarty,hoichoi,"In conservative Kolkata, Joy's dream of opening a sex toy shop sparks outrage, laughter, and chaos. Battling stigma and nosy neighbours, he unwittingly becomes a crusader for change in this bold social satire.","In conservative Kolkata, Joy's dream of opening a sex toy shop sparks outrage, laughter, and chaos. Battling stigma and nosy neighbours, he unwittingly becomes a crusader for change in this bold social satire.",https://www.youtube.com/watch?v=wJo6SHzrHlY,"Bengali, Hindi",N/A,No,Feel-good,Funny,Happy,7,8,"nan, adult, comedy",SVOD,Original Show,No,,N/A
HOI873,Show,Japani Toy (Japani Doll),Calm Sutra (Hindi),2019,2019-08-15,Perpetual,2,7,195 min,Comedy | Adult,Comedy | Adult,A 18+,"Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-japani-toy-bengali-web-series-online,"Rajdeep Gupta, Ishaa M Saha",Soumik Chattopadhyay,"Ayan Chakraborty, Other Byapari",hoichoi,"Dildo Kumar has a gift for the lonely people of Kolkata - a Japani doll. No commitment, no emotion: just pure, unlimited fun! Watch Japani Doll on hoichoi!","Dildo Kumar has a gift for the lonely people of Kolkata - a Japani doll. No commitment, no emotion: just pure, unlimited fun! Watch Japani Doll on hoichoi!",https://www.youtube.com/watch?v=2Ok2QgzM-Ws&t=28s,"Bengali, Hindi",N/A,No,Lighthearted,Funny,Happy,7,8,"nan, adult, comedy",SVOD,Original Show,No,"Dupur Thakurpo, Dupur Thakurpo, Dupur Thakurpo, Mismatch, Mismatch",N/A
HOI874,Show,Jimmi,Jimmi: Paisa Aur Paap (Hindi),2025,2025-03-28,Perpetual,1,7,158 min,Suspense | Drama,Suspense | Drama,U/A 16+,"Violence, Smoking, Foul Language, Mature themes, Alcohol",Yes,https://www.hoichoi.tv/shows/jimmi,"Jaya Ahsan, Iresh Zaker, Shahriar Nazim, Prantar Dastider",Ashfaque Nipun,Ashfaque Nipun,Frame Per Second,"In politically unstable Bangladesh, a simple yet determined woman’s life takes a drastic turn when she discovers a large sum of money by chance and decides to keep it, unknowingly entangling herself in a web of corruption which unravels when the fortune gets lost!","In politically unstable Bangladesh, a simple yet determined woman’s life takes a drastic turn when she discovers a large sum of money by chance and decides to keep it, unknowingly entangling herself in a web of corruption which unravels when the fortune gets lost!",https://youtu.be/ZLZECc5-azw?si=mrMK2ggVkbFqJLeN,"Bengali, Hindi",N/A,No,Drama,Neutral,Open,5,5,"nan, suspense, drama",SVOD,Original Show,No,,N/A
HOI875,Show,Kaalratri,Ashubh Vivaah (Hindi),2024,2024-12-06,Perpetual,1,6,156 min,Drama | Mystery,Drama | Mystery,U/A 13+,"Foul Language, Suicide, Violence, Smoking, Mature themes, Domestic Violence, Alcohol, Sexual Violence, Nudity",Yes,https://www.hoichoi.tv/shows/kaalratri,"Soumitrisha Kundu, Anujoy Chattopadhyay, Indrasish Roy, Rajdeep Gupta, Sairity Banerjee, Debesh Chattopadhyay, Rupanjana Mitra",Ayan Chakraborti,Ayan Chakraborti,SVF Production,"When the chilling prophecy of the imminent death of Debi's husband comes true the day after her wedding, she finds herself trapped in a web of secrets and scandals of her new dysfunctional family.","When the chilling prophecy of the imminent death of Debi's husband comes true the day after her wedding, she finds herself trapped in a web of secrets and scandals of her new dysfunctional family.",https://youtu.be/gIR7CFrbReM?si=xblsxvnVB28LPt2_,"Bengali, Hindi",N/A,No,Feel-good,Suspenseful,Tragic,8,8,"nan, drama, mystery",SVOD,Original Show,No,,N/A
HOI876,Show,Kaalratri,Ashubh Vivaah (Hindi),2026,2026-01-09,Perpetual,2,7,158 min,Drama | Mystery,Drama | Mystery,U/A 16+,"Violence, Foul Language, Smoking, Alcohol, Sexual Abuse, Gore, Nudity, Suicide",Yes,https://www.hoichoi.tv/shows/kaalratri,"Soumitrisha Kundoo, Anujoy Chattopadhyay, Indrasish Roy, Rajdeep Gupta, Sairity Banerjee, Debesh Chattopadhyay, Rupanjana Mitra",Ayan Chakraborti,Ayan Chakraborti,SVF Production,"This season, death becomes part of the Roy Barman family. One after the other, an heir falls. Each murder follows a mystery. Debi's buried memories hold the answer, but she can't access them. As Satyaki digs deeper, he realises, the killer isn't just ahead, they've been here all along.","This season, death becomes part of the Roy Barman family. One after the other, an heir falls. Each murder follows a mystery. Debi's buried memories hold the answer, but she can't access them. As Satyaki digs deeper, he realises, the killer isn't just ahead, they've been here all along.",https://youtu.be/N31TXl5EsG4?si=aZrgLhASGmET8EO7,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,8,"nan, drama, mystery",SVOD,Original Show,No,"Anusandhan, Bishohori, Buker Moddhye Agun, Do Not Disturb, Gobhir Joler Maach",N/A
HOI877,Show,Kaberi,Kaveri (Hindi),2024,2024-10-08,Perpetual,1,7,173 min,Drama | Social,Drama | Social,U/A 16+,"Sexual Abuse, Domestic Violence, Violence, Mature themes, Foul Language, Smoking, Alcohol",Yes,https://www.hoichoi.tv/shows/kaberi,"Paoli Dam, Sourav Chakraborty, Beas Dhar, Shankar Debnath, Prantik Banerjee, Chandan Sen",Sauvik Kundu,Sauvik Kundu,Acropoliis Entertainment,"Kaberi, a severely oppressed woman on the run from her abusive husband, develops a special bond with Shampa, one of her students. When Shampa faces an evil conspiracy, Kaberi's quest to save her becomes the fight for her own existence.","Kaberi, a severely oppressed woman on the run from her abusive husband, develops a special bond with Shampa, one of her students. When Shampa faces an evil conspiracy, Kaberi's quest to save her becomes the fight for her own existence.",https://youtu.be/-d7zkT2znEk?si=5P9zrjhn0ITaYZ0x,"Bengali, Hindi",N/A,No,Drama,Neutral,Open,5,5,"nan, social, drama",SVOD,Original Show,No,"Manobjomin, Adalat O Ekti Meye, Bijoya, Bodhon, Chemistry Mashi",N/A
HOI878,Show,Kaiser,Kaiser (Hindi),2022,2022-07-08,Perpetual,1,9,254 min,Detective | Mystery,Detective | Mystery,U/A 16+,"Smoking, Alcohol, Violence, Substance Use, Gore, Foul Language, Sexual Content, Suicide",Yes,https://www.hoichoi.tv/shows/watch-kaiser-bengali-web-series-online,"Afran Nisho, Mustafizur Noor Imran, Reekita Nondine Shimu, Imtiaz Barshon, Shatabdi Wadud",Tanim Noor,"Ayman Asib Shadhin, Abdul Qaiyum Leon, Tanim Noor",Film Syndicate,"Homicide detective Kaiser Chowdhury, an addictive gamer, takes on a double murder that turns out to be much more than what meets the eye. Fighting his personal and professional demons, will Kaiser be able to get to the root of the mystery?","Homicide detective Kaiser Chowdhury, an addictive gamer, takes on a double murder that turns out to be much more than what meets the eye. Fighting his personal and professional demons, will Kaiser be able to get to the root of the mystery?",https://www.youtube.com/watch?v=cLjd4QmjF0k,"Bengali, Hindi",N/A,No,Gritty,Suspenseful,Twist,8,3,"nan, detective, mystery",SVOD,Original Show,Yes,"Damayanti, Nokol Heere",N/A
HOI879,Show,Kamini,Kaamini (Hindi),2019,2019-09-27,Perpetual,1,8,161 min,Horror | Comedy,Horror | Comedy,U/A 16+,"Foul Language, Sexual Content",Yes,https://www.hoichoi.tv/shows/watch-kamini-bengali-web-series-online,"Barkha Bisht, Kharaj Mukherjee, Saurav Das, Trina Saha, Manashi Sengupta, Apratim Chatterjee, Poulomi Das, ",Rick Basu,Souvik Chakrabarty,Soreal Entertainment,"Men in a village are disappearing in the darkness of the night. Is it the work of a mystical enchantress, or is there some other mystery - two friends step in to answer all questions!","Men in a village are disappearing in the darkness of the night. Is it the work of a mystical enchantress, or is there some other mystery - two friends step in to answer all questions!",https://www.youtube.com/watch?v=79meulA2c_I,"Bengali, Hindi",N/A,No,Dark,Scary,Cliffhanger,6,2,"horror, nan, comedy, mystery",SVOD,Original Show,No,Bhootteriki,N/A
